"76561198173004713"	"0"
"76561198092567307"	"0"
"76561197971322689"	"0"
"76561198148735922"	"0"
"76561198279405701"	"0"
"76561198296429967"	"0"
"76561198004530196"	"0"
"76561198143657833"	"0"
"76561198006640831"	"0"
"76561198121131750"	"0"
"76561199140864103"	"0"
"76561198353930305"	"1"
"76561198273635544"	"0"
"76561198028184049"	"0"
"76561198274139057"	"0"
"76561198149837677"	"5"
"76561198119619091"	"0"
"76561198112406292"	"0"
"76561198077431566"	"0"
"76561198164078441"	"0"
"76561198850387495"	"2"
"76561198279589317"	"0"
"76561198273172138"	"0"
"76561198094381216"	"0"
"76561198843353141"	"0"
"76561198819804456"	"0"
"76561198026555945"	"0"
"76561197985240402"	"0"
"76561198055553267"	"0"
"76561198342068529"	"5"
"76561198040084090"	"0"
"76561198059882732"	"0"
"76561198940591953"	"2"
"76561198071983500"	"0"
"76561198066231513"	"0"
"76561198114552502"	"0"
"76561198349443088"	"0"
"76561198023729971"	"0"
"76561198151908820"	"0"
"76561198117251209"	"0"
"76561198165205457"	"0"
"76561198257219018"	"0"
"76561198262418731"	"0"
"76561198131799662"	"0"
"76561198271980093"	"0"
"76561198116798084"	"0"
"76561198160630363"	"0"
"76561198811170841"	"0"
"76561198168210361"	"0"
"76561198798954009"	"0"
"76561198881174389"	"1"
"76561198213804519"	"0"
"76561198966118429"	"0"
"76561199013386546"	"0"
"76561198249931730"	"0"
"76561199068713583"	"0"
"76561198149105757"	"0"
"76561198191738725"	"0"
"76561198329736792"	"0"
"76561198845618252"	"0"
"76561198367008522"	"0"
"76561198114248672"	"0"
"76561198796146427"	"0"
"76561198100133080"	"0"
"76561199061225268"	"0"
"76561199090955095"	"0"
"76561198149782294"	"0"
"76561198106180956"	"0"
"76561198165347151"	"0"
"76561198880522398"	"0"
"76561198171226895"	"0"
"76561198246981776"	"0"
"76561199121905788"	"0"
"76561198047780334"	"0"
"76561198127153927"	"0"
"76561198240710082"	"0"
"76561198074154752"	"0"
"76561198963905743"	"0"
"76561197987962701"	"0"
"76561199126574262"	"0"
"76561198100783673"	"0"
"76561198119702379"	"0"
"76561198128311010"	"0"
"76561198097481408"	"0"
"76561198081542782"	"0"
"76561198074443057"	"0"
"76561198057204939"	"0"
"76561198041941474"	"0"
"76561198359810663"	"0"
"76561198169375650"	"0"
"76561198081292299"	"0"
"76561198228136424"	"0"
"76561198157797444"	"0"
"76561198821102665"	"0"
"76561198172016203"	"0"
"76561199069435601"	"0"
"76561197974127901"	"0"
"76561198079770044"	"0"
"76561198010370466"	"0"
"76561198849824899"	"0"
"76561198968830169"	"0"
"76561198021437616"	"0"
"76561198298847433"	"0"
"76561199113845603"	"0"
"76561198067278552"	"0"
"76561198202201448"	"0"
"76561198172450410"	"0"
"76561198027673629"	"0"
"76561198329778651"	"0"
"76561198372704343"	"0"
"76561199109878865"	"0"
"76561198205391021"	"0"
"76561199135587336"	"0"
"76561198326627174"	"0"
"76561198155433319"	"0"
"76561199049018052"	"0"
"76561198150822957"	"0"
"76561198273908731"	"0"
"76561198140826891"	"0"
"76561198152652310"	"0"
"76561198023250529"	"0"
"76561198168084578"	"0"
"76561198004724103"	"0"
"76561197999375834"	"0"
"76561198118246354"	"0"
